שעת_כניסה,שעת_יציאה,מספר_תעודת_זהות,שם_מלא,URGENCY,שם_תחנה,משאב,זמן_בתחנה,המתנה_בתחנה,המתנה_מצטברת
10:18,10:28,9000002011,נויה גרוס,PERIOD_URGENT,מעבדה,מעבדה,10,9,42
10:23,10:29,9000002007,שקד ברזילי,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,0,19
10:23,10:40,9000002010,יונתן רז,INTAKE_NON_URGENT,רופא,רופא,17,17,58
10:28,10:43,9000002012,אלה שוורץ,EXCEPTION_URGENT,רופא,רופא,15,18,41
10:29,10:37,9000002007,שקד ברזילי,INTAKE_NON_URGENT,אחות,אחות,8,0,19
10:29,10:34,9000002008,גל אשכנזי,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,5,1,18
10:34,10:44,9000002008,גל אשכנזי,INTAKE_NON_URGENT,אחות,אחות,10,0,18
10:34,10:42,9000002011,נויה גרוס,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,8,6,48
10:37,11:09,9000002007,שקד ברזילי,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,32,0,19
10:40,10:41,9000002004,עומרי כץ,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,10
10:40,10:59,9000002013,דור מלכה,INTAKE_NON_URGENT,רופא,רופא,19,26,48
10:40,10:59,9000002014,עומר צור,INTAKE_NON_URGENT,רופא,רופא,19,26,38
10:42,10:51,9000002010,יונתן רז,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,9,2,60
10:43,11:02,9000002009,ניצן פלד,PERIOD_URGENT,רופא,רופא,19,20,66
10:43,10:56,9000002012,אלה שוורץ,EXCEPTION_URGENT,אחות,אחות,13,0,41
10:51,11:04,9000002010,יונתן רז,INTAKE_NON_URGENT,אחות,אחות,13,0,60
10:56,11:10,9000002012,אלה שוורץ,EXCEPTION_URGENT,מעבדה,מעבדה,14,0,41
10:59,11:16,9000002005,מיכל דגן,INTAKE_NON_URGENT,רופא (מעקב),רופא,17,29,43
10:59,11:24,9000002011,נויה גרוס,PERIOD_URGENT,רופא,רופא,25,17,65
10:59,11:08,9000002013,דור מלכה,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,9,0,48
11:02,11:14,9000002009,ניצן פלד,PERIOD_URGENT,אחות,אחות,12,0,66
11:04,11:28,9000002010,יונתן רז,INTAKE_NON_URGENT,רופא (מעקב),רופא,24,0,60
11:08,11:17,9000002013,דור מלכה,INTAKE_NON_URGENT,אחות,אחות,9,0,48
11:08,11:14,9000002014,עומר צור,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,6,9,47
11:09,11:38,9000002008,גל אשכנזי,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,29,25,43
11:14,11:15,9000002009,ניצן פלד,PERIOD_URGENT,יציאה (הביתה),-,1,0,66
11:14,11:27,9000002014,עומר צור,INTAKE_NON_URGENT,אחות,אחות,13,0,47
11:16,11:17,9000002005,מיכל דגן,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,43
11:16,11:33,9000002007,שקד ברזילי,INTAKE_NON_URGENT,רופא (מעקב),רופא,17,7,26
11:24,11:33,9000002011,נויה גרוס,PERIOD_URGENT,אחות,אחות,9,0,65
11:24,11:43,9000002012,אלה שוורץ,EXCEPTION_URGENT,רופא (מעקב),רופא,19,14,55
11:28,11:34,9000002010,יונתן רז,INTAKE_NON_URGENT,אולטרסאונד (חוזר),אולטרסאונד,6,0,60
11:28,11:44,9000002013,דור מלכה,INTAKE_NON_URGENT,רופא (מעקב),רופא,16,11,59
11:33,11:34,9000002007,שקד ברזילי,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,26
11:33,11:34,9000002011,נויה גרוס,PERIOD_URGENT,יציאה (הביתה),-,1,0,65
11:33,11:58,9000002014,עומר צור,INTAKE_NON_URGENT,רופא (מעקב),רופא,25,6,53
11:43,12:00,9000002010,יונתן רז,INTAKE_NON_URGENT,רופא (סיכום),רופא,17,9,69
11:43,11:44,9000002012,אלה שוורץ,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,55
11:44,12:02,9000002008,גל אשכנזי,INTAKE_NON_URGENT,רופא (מעקב),רופא,18,6,49
11:44,11:52,9000002013,דור מלכה,INTAKE_NON_URGENT,אחות (חוזר),אחות,8,0,59
11:58,12:17,9000002013,דור מלכה,INTAKE_NON_URGENT,רופא (סיכום),רופא,19,6,65
11:58,12:03,9000002014,עומר צור,INTAKE_NON_URGENT,אולטרסאונד (חוזר),אולטרסאונד,5,0,53
12:00,12:01,9000002010,יונתן רז,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,69
12:02,12:03,9000002008,גל אשכנזי,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,49
12:03,12:26,9000002014,עומר צור,INTAKE_NON_URGENT,רופא (סיכום),רופא,23,0,53
12:17,12:18,9000002013,דור מלכה,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,65
12:26,12:27,9000002014,עומר צור,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,53
