שעת_כניסה,שעת_יציאה,מספר_תעודת_זהות,שם_מלא,URGENCY,שם_תחנה,משאב,זמן_בתחנה,המתנה_בתחנה,המתנה_מצטברת
09:01,09:17,9000008006,רוני אדרי,EXCEPTION_URGENT,מעבדה,מעבדה,16,8,8
09:03,09:04,9000008002,ניצן פלד,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,0
09:03,09:15,9000008003,מעיין עמר,EXCEPTION_URGENT,רופא (מעקב),רופא,12,2,13
09:07,09:44,9000008008,ורד לביא,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,37,0,0
09:09,09:16,9000008004,אלה שוורץ,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,7,0,0
09:09,09:27,9000008007,נויה גרוס,INTAKE_NON_URGENT,רופא,רופא,18,6,6
09:09,09:42,9000008009,יעל נוי,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,33,0,0
09:15,09:22,9000008003,מעיין עמר,EXCEPTION_URGENT,אחות (חוזר),אחות,7,0,13
09:16,09:17,9000008001,קרן ברק,PERIOD_URGENT,יציאה (הביתה),-,1,0,0
09:16,09:21,9000008004,אלה שוורץ,INTAKE_NON_URGENT,אחות,אחות,5,0,0
09:17,09:35,9000008006,רוני אדרי,EXCEPTION_URGENT,רופא (מעקב),רופא,18,0,8
09:21,09:42,9000008004,אלה שוורץ,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,21,0,0
09:22,09:36,9000008003,מעיין עמר,EXCEPTION_URGENT,רופא (סיכום),רופא,14,0,13
09:27,09:32,9000008007,נויה גרוס,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,5,0,6
09:32,09:38,9000008007,נויה גרוס,INTAKE_NON_URGENT,אחות,אחות,6,0,6
09:35,09:36,9000008006,רוני אדרי,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,8
09:36,09:37,9000008003,מעיין עמר,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,13
09:42,10:01,9000008004,אלה שוורץ,INTAKE_NON_URGENT,רופא (מעקב),רופא,19,0,0
09:42,10:04,9000008007,נויה גרוס,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,22,4,10
09:42,09:55,9000008009,יעל נוי,INTAKE_NON_URGENT,רופא,רופא,13,0,0
09:42,09:44,9000008010,שגיא פרידמן,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,2,30,30
09:44,10:02,9000008008,ורד לביא,INTAKE_NON_URGENT,רופא,רופא,18,0,0
09:44,09:58,9000008010,שגיא פרידמן,PERIOD_URGENT,מעבדה,מעבדה,14,0,30
09:44,10:16,9000008011,איתי שגיא,INTAKE_NON_URGENT,עמדת מזכירות (פתיחת תיק),מזכירות,32,29,29
09:44,09:47,9000008012,גל אשכנזי,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,3,26,26
09:47,09:51,9000008013,מיכל דגן,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,4,25,25
09:51,09:55,9000008014,אביגיל שני,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,4,27,27
09:55,09:58,9000008009,יעל נוי,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,3,0,0
09:55,10:09,9000008012,גל אשכנזי,INTAKE_NON_URGENT,רופא,רופא,14,8,34
09:56,10:00,9000008015,אסף קדם,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,4,0,0
09:58,10:06,9000008009,יעל נוי,INTAKE_NON_URGENT,אחות,אחות,8,0,0
09:58,10:04,9000008010,שגיא פרידמן,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,6,0,30
09:58,10:14,9000008013,מיכל דגן,PERIOD_URGENT,מעבדה,מעבדה,16,7,32
10:00,10:02,9000008016,יונתן רז,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,2,0,0
10:01,10:02,9000008004,אלה שוורץ,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,0
10:01,10:16,9000008014,אביגיל שני,INTAKE_NON_URGENT,רופא,רופא,15,6,33
10:02,10:20,9000008015,אסף קדם,INTAKE_NON_URGENT,רופא,רופא,18,2,2
10:02,10:04,9000008017,רועי גבע,EXCEPTION_URGENT,עמדת מזכירות (חתימה),מזכירות,2,1,1
10:04,10:09,9000008008,ורד לביא,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,5,2,2
10:05,10:09,9000008018,בן חדד,INTAKE_NON_URGENT,עמדת מזכירות (חתימה),מזכירות,4,0,0
10:06,10:28,9000008009,יעל נוי,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,22,0,0
10:09,10:18,9000008008,ורד לביא,INTAKE_NON_URGENT,אחות,אחות,9,0,2
10:09,10:12,9000008012,גל אשכנזי,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,3,0,34
10:09,10:27,9000008016,יונתן רז,EXCEPTION_URGENT,רופא,רופא,18,7,7
10:09,10:14,9000008019,אורטל דהן,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,5,0,0
10:12,10:18,9000008012,גל אשכנזי,INTAKE_NON_URGENT,אחות,אחות,6,0,34
10:14,10:20,9000008013,מיכל דגן,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,6,0,32
10:14,10:29,9000008019,אורטל דהן,PERIOD_URGENT,מעבדה,מעבדה,15,0,0
10:14,10:20,9000008020,ליהיא מור,PERIOD_URGENT,עמדת מזכירות (חתימה),מזכירות,6,3,3
10:16,10:35,9000008007,נויה גרוס,INTAKE_NON_URGENT,רופא (מעקב),רופא,19,12,22
10:20,10:35,9000008010,שגיא פרידמן,PERIOD_URGENT,רופא,רופא,15,16,46
10:20,10:24,9000008014,אביגיל שני,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,4,4,37
10:24,10:30,9000008014,אביגיל שני,INTAKE_NON_URGENT,אחות,אחות,6,0,37
10:24,10:31,9000008015,אסף קדם,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,7,4,6
10:27,10:33,9000008016,יונתן רז,EXCEPTION_URGENT,אחות,אחות,6,0,7
10:27,10:47,9000008017,רועי גבע,EXCEPTION_URGENT,רופא,רופא,20,23,24
10:28,10:47,9000008008,ורד לביא,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,19,10,12
10:29,10:44,9000008020,ליהיא מור,PERIOD_URGENT,מעבדה,מעבדה,15,9,12
10:31,10:41,9000008015,אסף קדם,INTAKE_NON_URGENT,אחות,אחות,10,0,6
10:31,10:38,9000008019,אורטל דהן,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,7,2,2
10:35,10:41,9000008007,נויה גרוס,INTAKE_NON_URGENT,אחות (חוזר),אחות,6,0,22
10:35,10:44,9000008010,שגיא פרידמן,PERIOD_URGENT,אחות,אחות,9,0,46
10:35,10:49,9000008011,איתי שגיא,INTAKE_NON_URGENT,רופא,רופא,14,19,48
10:35,10:49,9000008018,בן חדד,INTAKE_NON_URGENT,רופא,רופא,14,26,26
10:44,10:45,9000008010,שגיא פרידמן,PERIOD_URGENT,יציאה (הביתה),-,1,0,46
10:44,10:57,9000008016,יונתן רז,EXCEPTION_URGENT,מעבדה,מעבדה,13,11,18
10:44,10:50,9000008020,ליהיא מור,PERIOD_URGENT,אולטרסאונד,אולטרסאונד,6,0,12
10:47,11:06,9000008012,גל אשכנזי,INTAKE_NON_URGENT,רופא (מעקב),רופא,19,29,63
10:47,10:53,9000008017,רועי גבע,EXCEPTION_URGENT,אחות,אחות,6,0,24
10:49,11:08,9000008009,יעל נוי,INTAKE_NON_URGENT,רופא (מעקב),רופא,19,21,21
10:49,11:06,9000008013,מיכל דגן,PERIOD_URGENT,רופא,רופא,17,29,61
10:50,10:53,9000008018,בן חדד,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,3,1,27
10:53,11:00,9000008011,איתי שגיא,INTAKE_NON_URGENT,אולטרסאונד,אולטרסאונד,7,4,52
10:53,11:02,9000008018,בן חדד,INTAKE_NON_URGENT,אחות,אחות,9,0,27
10:57,11:12,9000008017,רועי גבע,EXCEPTION_URGENT,מעבדה,מעבדה,15,4,28
11:00,11:08,9000008011,איתי שגיא,INTAKE_NON_URGENT,אחות,אחות,8,0,52
11:06,11:12,9000008012,גל אשכנזי,INTAKE_NON_URGENT,אולטרסאונד (חוזר),אולטרסאונד,6,0,63
11:06,11:13,9000008013,מיכל דגן,PERIOD_URGENT,אחות,אחות,7,0,61
11:06,11:19,9000008014,אביגיל שני,INTAKE_NON_URGENT,רופא (מעקב),רופא,13,36,73
11:06,11:26,9000008019,אורטל דהן,PERIOD_URGENT,רופא,רופא,20,28,30
11:08,11:14,9000008009,יעל נוי,INTAKE_NON_URGENT,אחות (חוזר),אחות,6,0,21
11:08,11:35,9000008011,איתי שגיא,INTAKE_NON_URGENT,פסיכולוג,פסיכולוג,27,0,52
11:08,11:22,9000008015,אסף קדם,INTAKE_NON_URGENT,רופא (מעקב),רופא,14,27,33
11:13,11:14,9000008013,מיכל דגן,PERIOD_URGENT,יציאה (הביתה),-,1,0,61
11:19,11:37,9000008007,נויה גרוס,INTAKE_NON_URGENT,רופא (סיכום),רופא,18,38,60
11:19,11:20,9000008014,אביגיל שני,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,73
11:22,11:36,9000008008,ורד לביא,INTAKE_NON_URGENT,רופא (מעקב),רופא,14,35,47
11:22,11:28,9000008015,אסף קדם,INTAKE_NON_URGENT,אולטרסאונד (חוזר),אולטרסאונד,6,0,33
11:26,11:32,9000008019,אורטל דהן,PERIOD_URGENT,אחות,אחות,6,0,30
11:26,11:46,9000008020,ליהיא מור,PERIOD_URGENT,רופא,רופא,20,36,48
11:32,11:37,9000008019,אורטל דהן,PERIOD_URGENT,אולטרסאונד (חוזר),אולטרסאונד,5,0,30
11:36,11:37,9000008008,ורד לביא,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,47
11:36,11:49,9000008016,יונתן רז,EXCEPTION_URGENT,רופא (מעקב),רופא,13,39,57
11:37,11:38,9000008007,נויה גרוס,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,60
11:37,11:48,9000008018,בן חדד,INTAKE_NON_URGENT,רופא (מעקב),רופא,11,35,62
11:46,12:02,9000008017,רועי גבע,EXCEPTION_URGENT,רופא (מעקב),רופא,16,34,62
11:46,11:54,9000008020,ליהיא מור,PERIOD_URGENT,אחות,אחות,8,0,48
11:48,12:05,9000008012,גל אשכנזי,INTAKE_NON_URGENT,רופא (סיכום),רופא,17,36,99
11:48,11:49,9000008018,בן חדד,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,62
11:49,12:04,9000008009,יעל נוי,INTAKE_NON_URGENT,רופא (סיכום),רופא,15,35,56
11:49,11:50,9000008016,יונתן רז,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,57
11:54,11:55,9000008020,ליהיא מור,PERIOD_URGENT,יציאה (הביתה),-,1,0,48
12:02,12:18,9000008015,אסף קדם,INTAKE_NON_URGENT,רופא (סיכום),רופא,16,34,67
12:02,12:09,9000008017,רועי גבע,EXCEPTION_URGENT,מעבדה (חוזר),מעבדה,7,0,62
12:04,12:05,9000008009,יעל נוי,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,56
12:04,12:23,9000008011,איתי שגיא,INTAKE_NON_URGENT,רופא (מעקב),רופא,19,29,81
12:05,12:06,9000008012,גל אשכנזי,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,99
12:05,12:23,9000008019,אורטל דהן,PERIOD_URGENT,רופא (סיכום),רופא,18,28,58
12:18,12:19,9000008015,אסף קדם,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,67
12:18,12:31,9000008017,רועי גבע,EXCEPTION_URGENT,רופא (סיכום),רופא,13,9,71
12:23,12:24,9000008011,איתי שגיא,INTAKE_NON_URGENT,יציאה (הביתה),-,1,0,81
12:23,12:24,9000008019,אורטל דהן,PERIOD_URGENT,יציאה (הביתה),-,1,0,58
12:31,12:32,9000008017,רועי גבע,EXCEPTION_URGENT,יציאה (הביתה),-,1,0,71
